2017-04-13 18:51:14.296936,172231
2017-04-13 18:51:18.366095,172231
2017-04-13 18:51:22.435741,172231
2017-04-13 18:51:26.477186,172231
2017-04-13 18:51:30.519253,172231
2017-04-13 18:51:34.585778,172231
2017-04-13 18:51:46.767235,172232
2017-04-13 18:51:54.881434,172232
2017-04-13 18:51:58.951614,172232
2017-04-13 18:52:19.163027,172032
2017-04-13 18:52:27.275746,172232
2017-04-13 18:52:31.319035,172232
2017-04-13 18:52:35.384607,172232
2017-04-13 18:52:39.427645,172232
2017-04-13 18:52:43.494993,172232
2017-04-13 18:52:51.581160,172232
2017-04-13 18:52:55.652088,172232
2017-04-13 18:53:03.793717,172232
2017-04-13 18:53:07.835929,172232
2017-04-13 18:53:11.906524,172232
2017-04-13 18:53:15.948034,172232
2017-04-13 18:53:20.017585,172232
2017-04-13 18:53:24.086029,172232